0	hzlnw XXXXX txbr	parsnc XXXXX nmqvh
1	ytxvi ytxvi XXXXX ytxvi	XXXXX ytxvi kjlgp
0	ytxvi ytxvi XXXXX ytxvi	XXXXX ruqbvp wbrzd zfcbdw
1	XXXXX yahn urctlo	qebsnp XXXXX gxhebc yahn
0	XXXXX yahn urctlo	XXXXX oxnif
1	XXXXX nrik	XXXXX itkb xbich
0	XXXXX nrik	XXXXX dnmcao pqbku pqbku
1	rgxa rgxa XXXXX dnmcao	XXXXX dnmcao pqbku lzptr
0	rgxa rgxa XXXXX dnmcao	qwehct XXXXX bjray
1	XXXXX pqbku aihcr	XXXXX zyjev
0	XXXXX pqbku aihcr	XXXXX iwbp
1	XXXXX aihcr wfmv	lzptr XXXXX zyjev pqbku
0	XXXXX aihcr wfmv	ferbza XXXXX mzjco mzjco
1	XXXXX xrjhvk rhfa rhfa	XXXXX tmur
0	XXXXX xrjhvk rhfa rhfa	gcpov brsiqa XXXXX zfejuq
1	muxy XXXXX mzjco	XXXXX qmds qtbu
0	muxy XXXXX mzjco	XXXXX vxgk
1	itkb XXXXX dqyz oaswf	XXXXX nrik
0	itkb XXXXX dqyz oaswf	XXXXX urdn
1	myvg XXXXX hcuodz	nctuhr XXXXX myvg myvg
0	myvg XXXXX hcuodz	hzlnw XXXXX odyxb qwehct
1	sxqdeg XXXXX sxqdeg	XXXXX mrxb
0	sxqdeg XXXXX sxqdeg	XXXXX urdn urdn
1	qznsg XXXXX qznsg	XXXXX qznsg
0	qznsg XXXXX qznsg	XXXXX hobg cqgoh
1	dygv XXXXX dygv	ejpiyd XXXXX ejpiyd
0	dygv XXXXX dygv	XXXXX mrxb brsiqa sxqdeg
1	svgxro XXXXX qenu	XXXXX sabjp pixkf
0	svgxro XXXXX qenu	XXXXX urdn
1	rhfa XXXXX xrjhvk	XXXXX xrjhvk rhfa rhfa
0	rhfa XXXXX xrjhvk	XXXXX gcpov
1	XXXXX ayjndk	XXXXX juiqxo
0	XXXXX ayjndk	XXXXX oxnif
1	XXXXX qebsnp	XXXXX nctuhr
0	XXXXX qebsnp	XXXXX urdn urdn
1	XXXXX dygv dygv	XXXXX dygv ejpiyd dygv
0	XXXXX dygv dygv	XXXXX vxgk
1	pymebs qecnlz XXXXX nwjg	XXXXX pybn pybn pybn
0	pymebs qecnlz XXXXX nwjg	XXXXX ejpiyd
1	XXXXX qebsnp	XXXXX nctuhr
0	XXXXX qebsnp	dailxr XXXXX dailxr
1	XXXXX gdozcx	gdozcx XXXXX gdozcx
0	XXXXX gdozcx	XXXXX qmft
1	XXXXX wbrzd	XXXXX vapsx zfcbdw
0	XXXXX wbrzd	XXXXX gdozcx
1	nwjg XXXXX jigk	pymebs XXXXX ctiv seok
0	nwjg XXXXX jigk	zyjev aihcr XXXXX pqbku
1	XXXXX ksmnl	ctiv XXXXX pybn
0	XXXXX ksmnl	XXXXX rhfa tmur
1	hcuodz XXXXX hcuodz yahn	XXXXX nctuhr
0	hcuodz XXXXX hcuodz yahn	XXXXX wbrzd
1	XXXXX vnzh odyxb	XXXXX hqaw hswmg
0	XXXXX vnzh odyxb	XXXXX oievjc oievjc icxda
1	dgtzuk XXXXX cwkz	cwkz oear XXXXX tvzupm
0	dgtzuk XXXXX cwkz	XXXXX xbich omwnpf itkb
1	XXXXX tcpe tcpe	tcpe XXXXX tcpe
0	XXXXX tcpe tcpe	qurfg XXXXX xjaco
1	XXXXX gdozcx gdozcx	XXXXX gdozcx oxnif gdozcx
0	XXXXX gdozcx gdozcx	XXXXX wbju wbju wbju
1	ferbza XXXXX mzjco mzjco	XXXXX mzjco ferbza
0	ferbza XXXXX mzjco mzjco	XXXXX qznsg
1	hzlnw XXXXX txbr	XXXXX qwehct hswmg txbr
0	hzlnw XXXXX txbr	XXXXX ferbza
1	gdozcx XXXXX gdozcx	gdozcx XXXXX oxnif oxnif
0	gdozcx XXXXX gdozcx	XXXXX tcpe tcpe
1	XXXXX odyxb	XXXXX odyxb
0	XXXXX odyxb	muxy XXXXX qmds ferbza
1	XXXXX qmft qmft	XXXXX qmft
0	XXXXX qmft qmft	XXXXX rjwd
1	XXXXX urctlo	XXXXX urctlo hcuodz
0	XXXXX urctlo	pymebs qecnlz XXXXX nwjg
1	XXXXX dgtzuk	XXXXX cwkz mnsoy yrtckz
0	XXXXX dgtzuk	razq XXXXX yrtckz razq
1	pybn XXXXX pymebs	ctfnmo XXXXX ksmnl ctfnmo
0	pybn XXXXX pymebs	XXXXX hobg
1	gdozcx oxnif XXXXX gdozcx	XXXXX oxnif
0	gdozcx oxnif XXXXX gdozcx	hzlnw XXXXX qwehct
1	hzlnw XXXXX odyxb qwehct	hzlnw XXXXX txbr
0	hzlnw XXXXX odyxb qwehct	XXXXX tmur rhfa
1	XXXXX hqaw	XXXXX hzlnw odyxb
0	XXXXX hqaw	XXXXX urdn
1	razq XXXXX yrtckz razq	XXXXX yrtckz
0	razq XXXXX yrtckz razq	XXXXX icxda
1	XXXXX ruqbvp wbrzd zfcbdw	XXXXX wbrzd
0	XXXXX ruqbvp wbrzd zfcbdw	XXXXX zkojps
1	ejpiyd XXXXX ejpiyd	XXXXX dygv
0	ejpiyd XXXXX ejpiyd	XXXXX urdn
1	XXXXX urdn	XXXXX urdn
0	XXXXX urdn	XXXXX qmft
1	XXXXX gdozcx oxnif gdozcx	XXXXX gdozcx
0	XXXXX gdozcx oxnif gdozcx	wyhbp XXXXX mrxb mrxb
1	XXXXX eutz	urctlo XXXXX hcuodz
0	XXXXX eutz	lzptr XXXXX zyjev pqbku
1	XXXXX urdn	XXXXX urdn urdn urdn
0	XXXXX urdn	XXXXX oievjc oievjc
1	ksmnl XXXXX qecnlz	pymebs qecnlz XXXXX nwjg
0	ksmnl XXXXX qecnlz	XXXXX wbrzd
1	urdn urdn XXXXX urdn	XXXXX urdn
0	urdn urdn XXXXX urdn	XXXXX kjlgp kjlgp kjlgp
1	XXXXX vxgk kjlgp	vxgk XXXXX vxgk
0	XXXXX vxgk kjlgp	utavfm XXXXX qmds ferbza
1	hzlnw XXXXX qwehct	XXXXX hqaw hswmg
0	hzlnw XXXXX qwehct	tcpe XXXXX tcpe
1	XXXXX heoa	XXXXX tmur
0	XXXXX heoa	XXXXX gdozcx gdozcx gdozcx
1	XXXXX hqaw	XXXXX odyxb
0	XXXXX hqaw	XXXXX tcpe
1	XXXXX sabjp pixkf cqgoh	XXXXX hobg
0	XXXXX sabjp pixkf cqgoh	XXXXX urdn
1	XXXXX itkb dqyz	XXXXX nrik itkb
0	XXXXX itkb dqyz	sxqdeg XXXXX sxqdeg
1	urdn XXXXX urdn	urdn XXXXX urdn urdn
0	urdn XXXXX urdn	ferbza XXXXX qmds
1	dailxr XXXXX dailxr	XXXXX dailxr
0	dailxr XXXXX dailxr	XXXXX eutz eutz
1	ctfnmo XXXXX jigk	XXXXX pybn jigk
0	ctfnmo XXXXX jigk	urdn urdn XXXXX urdn
1	XXXXX gdozcx gdozcx gdozcx	XXXXX gdozcx
0	XXXXX gdozcx gdozcx gdozcx	XXXXX xjaco xjaco
1	txbr XXXXX txbr	XXXXX txbr
0	txbr XXXXX txbr	rgxa XXXXX rgxa
1	ejpiyd ejpiyd XXXXX dygv	XXXXX dygv dygv
0	ejpiyd ejpiyd XXXXX dygv	XXXXX xrjhvk
1	XXXXX qmft	qmft XXXXX ytxvi
0	XXXXX qmft	XXXXX urdn urdn
1	XXXXX cixwn	XXXXX omwnpf
0	XXXXX cixwn	XXXXX dgtzuk
1	XXXXX qenu sabjp	XXXXX qenu
0	XXXXX qenu sabjp	XXXXX phvflk
1	XXXXX zfcbdw wbrzd zfcbdw	rjwd XXXXX rjwd
0	XXXXX zfcbdw wbrzd zfcbdw	XXXXX oievjc oievjc
1	XXXXX dgtzuk khmtg	XXXXX oear
0	XXXXX dgtzuk khmtg	XXXXX wbju wbju wbju
1	XXXXX gkoptm sabjp	XXXXX sabjp pixkf
0	XXXXX gkoptm sabjp	XXXXX iwbp
1	XXXXX muxy	ferbza XXXXX qmds
0	XXXXX muxy	XXXXX mrxb
1	XXXXX vxgk	XXXXX vxgk
0	XXXXX vxgk	XXXXX xrjhvk rhfa xrjhvk
1	XXXXX wbju wbju	XXXXX wbju wbju wbju
0	XXXXX wbju wbju	oxnif gdozcx XXXXX oxnif
1	XXXXX zfejuq	gcpov XXXXX wyhbp gcpov
0	XXXXX zfejuq	XXXXX ruqbvp ruqbvp zfcbdw
1	XXXXX oxnif	XXXXX gdozcx gdozcx oxnif
0	XXXXX oxnif	XXXXX qmft qmft
1	wbju XXXXX wbju	wbju XXXXX wbju wbju
0	wbju XXXXX wbju	XXXXX cwkz
1	urdn XXXXX urdn	XXXXX urdn urdn urdn
0	urdn XXXXX urdn	XXXXX dygv
1	urdn XXXXX urdn	XXXXX urdn
0	urdn XXXXX urdn	ejpiyd XXXXX ejpiyd
1	XXXXX vxgk kjlgp kjlgp	XXXXX vxgk
0	XXXXX vxgk kjlgp kjlgp	XXXXX xrjhvk rhfa rhfa
1	tidm tidm XXXXX tidm	XXXXX tidm tidm
0	tidm tidm XXXXX tidm	XXXXX pihfv
1	rhfa XXXXX xrjhvk	XXXXX tmur
0	rhfa XXXXX xrjhvk	XXXXX gdozcx oxnif oxnif
1	XXXXX heoa	XXXXX xrjhvk
0	XXXXX heoa	gcpov XXXXX wyhbp gcpov
1	XXXXX qenu sabjp	XXXXX qenu svgxro
0	XXXXX qenu sabjp	urdn XXXXX urdn
1	bjray XXXXX vnzh qwehct	XXXXX txbr
0	bjray XXXXX vnzh qwehct	XXXXX ruqbvp wbrzd zfcbdw
1	XXXXX icxda	tyoins XXXXX icxda
0	XXXXX icxda	XXXXX oxnif
1	XXXXX gdozcx oxnif	XXXXX gdozcx oxnif oxnif
0	XXXXX gdozcx oxnif	XXXXX cixwn
1	XXXXX sabjp pixkf cqgoh	gkoptm XXXXX pixkf svgxro
0	XXXXX sabjp pixkf cqgoh	XXXXX zkojps
1	tidm tidm XXXXX tidm	XXXXX tidm
0	tidm tidm XXXXX tidm	gcpov XXXXX wyhbp gcpov
1	ytxvi XXXXX qmft qmft	XXXXX vxgk
0	ytxvi XXXXX qmft qmft	XXXXX oxnif
1	XXXXX ruqbvp zfcbdw vapsx	XXXXX vapsx zfcbdw
0	XXXXX ruqbvp zfcbdw vapsx	lzptr XXXXX zyjev pqbku
1	qznsg XXXXX qznsg qznsg	XXXXX qznsg
0	qznsg XXXXX qznsg qznsg	XXXXX mzjco
1	XXXXX vxgk	XXXXX qmft qmft
0	XXXXX vxgk	XXXXX kjlgp
1	rgxa XXXXX ficg	ficg rgxa XXXXX zyjev
0	rgxa XXXXX ficg	XXXXX odyxb
1	XXXXX dailxr	XXXXX dailxr
0	XXXXX dailxr	XXXXX ctfnmo
1	urctlo XXXXX hcuodz	XXXXX eutz
0	urctlo XXXXX hcuodz	XXXXX czvegm tidm
1	XXXXX oievjc oievjc icxda	XXXXX icxda
0	XXXXX oievjc oievjc icxda	XXXXX xjaco xjaco
1	XXXXX tmur rhfa	rhfa XXXXX xrjhvk
0	XXXXX tmur rhfa	XXXXX yrtckz
1	pymebs XXXXX ctfnmo qecnlz	ctfnmo XXXXX pybn ksmnl
0	pymebs XXXXX ctfnmo qecnlz	xrjhvk tmur XXXXX heoa
1	ejpiyd XXXXX ejpiyd ejpiyd	dygv XXXXX dygv
0	ejpiyd XXXXX ejpiyd ejpiyd	qznsg XXXXX qznsg
1	XXXXX icxda oievjc	XXXXX icxda icxda
0	XXXXX icxda oievjc	XXXXX xrjhvk
1	XXXXX zkojps	XXXXX mzjco
0	XXXXX zkojps	vapsx XXXXX wbrzd
1	hqaw bjray XXXXX hzlnw	XXXXX odyxb
0	hqaw bjray XXXXX hzlnw	urdn urdn XXXXX urdn
1	XXXXX mzjco ferbza	XXXXX qmds qtbu
0	XXXXX mzjco ferbza	XXXXX qenu
1	XXXXX vnzh odyxb	qwehct XXXXX bjray
0	XXXXX vnzh odyxb	sxqdeg XXXXX sxqdeg
1	XXXXX ksmnl	ctiv XXXXX pybn
0	XXXXX ksmnl	XXXXX hcuodz nctuhr myvg
1	pymebs XXXXX pybn pybn	ctfnmo XXXXX ksmnl ctfnmo
0	pymebs XXXXX pybn pybn	XXXXX zkojps
1	XXXXX icxda	oievjc tyoins XXXXX icxda
0	XXXXX icxda	XXXXX vxgk kjlgp kjlgp
1	XXXXX wbju wbju wbju	XXXXX wbju wbju
0	XXXXX wbju wbju wbju	oxnif gdozcx XXXXX oxnif
1	pymebs XXXXX pybn pybn	pybn XXXXX pymebs
0	pymebs XXXXX pybn pybn	svgxro XXXXX qenu
1	XXXXX oxnif oxnif	XXXXX gdozcx
0	XXXXX oxnif oxnif	rjwd wbrzd XXXXX vapsx
1	muxy XXXXX qmds ferbza	XXXXX mzjco
0	muxy XXXXX qmds ferbza	muxy XXXXX mzjco
1	XXXXX qmft	ytxvi XXXXX vxgk
0	XXXXX qmft	XXXXX cqmrvp tidm ayjndk
1	qznsg XXXXX qznsg	qznsg XXXXX qznsg qznsg
0	qznsg XXXXX qznsg	XXXXX urdn
1	XXXXX wfmv	XXXXX kzhlef
0	XXXXX wfmv	pymebs XXXXX nwjg seok
1	oxnif XXXXX oxnif	gdozcx XXXXX gdozcx
0	oxnif XXXXX oxnif	XXXXX mzjco
1	XXXXX cqmrvp tidm ayjndk	XXXXX czvegm tidm
0	XXXXX cqmrvp tidm ayjndk	rjwd XXXXX rjwd
1	XXXXX txbr	vnzh qwehct XXXXX qwehct
0	XXXXX txbr	XXXXX xjaco
1	XXXXX icxda	tyoins XXXXX icxda
0	XXXXX icxda	pybn XXXXX pymebs
1	XXXXX tcpe tcpe	XXXXX tcpe
0	XXXXX tcpe tcpe	XXXXX wbju
1	wbju XXXXX wbju	XXXXX wbju wbju wbju
0	wbju XXXXX wbju	XXXXX vapsx
1	XXXXX odyxb	XXXXX bjray
0	XXXXX odyxb	XXXXX qenu svgxro
1	XXXXX ejpiyd	XXXXX dygv ejpiyd dygv
0	XXXXX ejpiyd	XXXXX oear
1	ctfnmo XXXXX jigk	XXXXX pybn jigk
0	ctfnmo XXXXX jigk	ctfnmo XXXXX ksmnl ctfnmo
1	XXXXX itkb omwnpf	XXXXX cixwn
0	XXXXX itkb omwnpf	XXXXX dygv ejpiyd dygv
1	sxqdeg XXXXX mrxb	XXXXX gcpov
0	sxqdeg XXXXX mrxb	XXXXX nmqvh nmqvh nmqvh
1	XXXXX gdozcx gdozcx oxnif	XXXXX oxnif
0	XXXXX gdozcx gdozcx oxnif	sxqdeg XXXXX mrxb
1	ctfnmo XXXXX ksmnl ctfnmo	pymebs XXXXX pybn pybn
0	ctfnmo XXXXX ksmnl ctfnmo	tcpe XXXXX tcpe
1	XXXXX gcpov	sxqdeg XXXXX sxqdeg
0	XXXXX gcpov	XXXXX sadzwx sadzwx
1	XXXXX urdn	XXXXX urdn urdn urdn
0	XXXXX urdn	bleq XXXXX juiqxo
1	ruqbvp XXXXX zfcbdw	XXXXX ruqbvp ruqbvp zfcbdw
0	ruqbvp XXXXX zfcbdw	muxy XXXXX zkojps
1	XXXXX urdn	XXXXX urdn
0	XXXXX urdn	muxy XXXXX zkojps
1	XXXXX urdn	urdn XXXXX urdn
0	XXXXX urdn	XXXXX wbrzd
1	XXXXX urdn	XXXXX urdn urdn
0	XXXXX urdn	XXXXX gdozcx oxnif
1	XXXXX mrxb	sxqdeg XXXXX mrxb
0	XXXXX mrxb	lzptr XXXXX zyjev pqbku
1	XXXXX urdn	urdn XXXXX urdn
0	XXXXX urdn	XXXXX tcpe
1	nrik nrik XXXXX dqyz	XXXXX xbich omwnpf itkb
0	nrik nrik XXXXX dqyz	XXXXX gkoptm
1	yahn XXXXX yahn qebsnp	qebsnp XXXXX myvg
0	yahn XXXXX yahn qebsnp	XXXXX gdozcx
1	XXXXX hobg	XXXXX gkoptm gkoptm
0	XXXXX hobg	txbr XXXXX txbr
1	XXXXX wbju wbju wbju	XXXXX wbju wbju
0	XXXXX wbju wbju wbju	XXXXX ruqbvp wbrzd zfcbdw
1	XXXXX zyjev ficg ficg	rgxa XXXXX ficg
0	XXXXX zyjev ficg ficg	XXXXX mrxb brsiqa sxqdeg
1	XXXXX tmur	XXXXX xrjhvk rhfa rhfa
0	XXXXX tmur	XXXXX dailxr
1	XXXXX rhfa	XXXXX rhfa tmur
0	XXXXX rhfa	rjwd wbrzd XXXXX vapsx
1	XXXXX pybn pybn pybn	XXXXX qecnlz
0	XXXXX pybn pybn pybn	oxnif oxnif XXXXX gdozcx
1	hobg XXXXX hobg	hobg XXXXX svgxro svgxro
0	hobg XXXXX hobg	XXXXX urdn
1	XXXXX dailxr	XXXXX dailxr dailxr
0	XXXXX dailxr	wbju XXXXX wbju
1	urdn XXXXX urdn	urdn urdn XXXXX urdn
0	urdn XXXXX urdn	aihcr XXXXX dnmcao kzhlef
1	XXXXX qznsg	XXXXX qznsg
0	XXXXX qznsg	gcpov XXXXX wyhbp gcpov
1	qecnlz XXXXX seok	XXXXX pybn ctiv
0	qecnlz XXXXX seok	ruqbvp XXXXX vapsx ruqbvp
1	tcpe XXXXX tcpe tcpe	XXXXX tcpe
0	tcpe XXXXX tcpe tcpe	XXXXX hqaw hswmg
1	XXXXX oear oear cwkz	mnsoy XXXXX tvzupm cwkz
0	XXXXX oear oear cwkz	XXXXX urdn
1	ytxvi XXXXX qmft qmft	XXXXX kjlgp
0	ytxvi XXXXX qmft qmft	rgxa rgxa XXXXX dnmcao
1	lzptr XXXXX zyjev pqbku	kzhlef XXXXX ficg dnmcao
0	lzptr XXXXX zyjev pqbku	XXXXX xjaco xjaco
1	rhfa XXXXX xrjhvk	XXXXX tmur
0	rhfa XXXXX xrjhvk	wbju XXXXX wbju
1	XXXXX wbrzd	vapsx XXXXX wbrzd
0	XXXXX wbrzd	XXXXX dgtzuk
1	XXXXX ytxvi kjlgp	XXXXX kjlgp
0	XXXXX ytxvi kjlgp	itkb XXXXX dqyz oaswf
1	XXXXX wbju wbju	XXXXX wbju
0	XXXXX wbju wbju	XXXXX oxnif
1	XXXXX urdn	XXXXX urdn
0	XXXXX urdn	lzptr XXXXX zyjev pqbku
1	XXXXX juiqxo cqmrvp	bleq XXXXX juiqxo
0	XXXXX juiqxo cqmrvp	XXXXX ruqbvp ruqbvp zfcbdw
1	hzlnw XXXXX txbr	XXXXX hzlnw odyxb
0	hzlnw XXXXX txbr	XXXXX gdozcx oxnif
1	sabjp hobg XXXXX qenu	pixkf XXXXX pixkf sabjp
0	sabjp hobg XXXXX qenu	urdn urdn XXXXX urdn
1	lzptr XXXXX zyjev pqbku	kzhlef XXXXX dnmcao
0	lzptr XXXXX zyjev pqbku	XXXXX qmft
1	XXXXX tidm tidm	tidm tidm XXXXX tidm
0	XXXXX tidm tidm	XXXXX hqaw
1	rhfa XXXXX heoa	xrjhvk tmur XXXXX heoa
0	rhfa XXXXX heoa	XXXXX sabjp
1	XXXXX vnzh	XXXXX qwehct txbr
0	XXXXX vnzh	XXXXX hswmg
1	XXXXX phvflk	XXXXX itkb omwnpf
0	XXXXX phvflk	icxda XXXXX oievjc oievjc
1	XXXXX gdozcx	XXXXX oxnif oxnif gdozcx
0	XXXXX gdozcx	oxnif XXXXX oxnif
1	oxnif XXXXX oxnif	XXXXX gdozcx oxnif
0	oxnif XXXXX oxnif	XXXXX ctiv
1	XXXXX dailxr dailxr	dailxr XXXXX dailxr
0	XXXXX dailxr dailxr	XXXXX ksmnl seok
1	oxnif oxnif XXXXX gdozcx	XXXXX oxnif oxnif gdozcx
0	oxnif oxnif XXXXX gdozcx	wbju XXXXX wbju
1	XXXXX tcpe tcpe tcpe	tcpe XXXXX tcpe
0	XXXXX tcpe tcpe tcpe	ctfnmo XXXXX pybn ksmnl
1	XXXXX gdozcx oxnif gdozcx	XXXXX gdozcx gdozcx
0	XXXXX gdozcx oxnif gdozcx	XXXXX qwehct hswmg txbr
1	XXXXX pihfv	XXXXX cvbsi
0	XXXXX pihfv	ctfnmo XXXXX jigk
1	XXXXX mrxb	XXXXX mrxb brsiqa sxqdeg
0	XXXXX mrxb	XXXXX qmft qmft
1	XXXXX tmur	XXXXX heoa
0	XXXXX tmur	wyhbp XXXXX mrxb mrxb
1	tcpe XXXXX tcpe tcpe	tcpe tcpe XXXXX tcpe
0	tcpe XXXXX tcpe tcpe	vnzh hqaw XXXXX txbr
1	xjaco qurfg XXXXX xjaco	XXXXX xjaco
0	xjaco qurfg XXXXX xjaco	wbju XXXXX wbju
1	XXXXX juiqxo cqmrvp	XXXXX czvegm
0	XXXXX juiqxo cqmrvp	XXXXX kjlgp vxgk kjlgp
1	dailxr dailxr XXXXX dailxr	XXXXX dailxr
0	dailxr dailxr XXXXX dailxr	XXXXX whldys
1	XXXXX hswmg	txbr XXXXX odyxb
0	XXXXX hswmg	XXXXX qznsg qznsg qznsg
1	XXXXX kjlgp vxgk kjlgp	vxgk XXXXX kjlgp
0	XXXXX kjlgp vxgk kjlgp	XXXXX tcpe
1	XXXXX rjwd zfcbdw	XXXXX wbrzd
0	XXXXX rjwd zfcbdw	XXXXX vxgk ytxvi
1	lzptr XXXXX zyjev pqbku	XXXXX aihcr wfmv
0	lzptr XXXXX zyjev pqbku	XXXXX icxda
1	XXXXX bjray	XXXXX odyxb
0	XXXXX bjray	gcpov brsiqa XXXXX zfejuq
1	XXXXX qwehct txbr	hqaw odyxb XXXXX hqaw
0	XXXXX qwehct txbr	XXXXX tmur
1	xrjhvk tmur XXXXX heoa	rhfa XXXXX xrjhvk tmur
0	xrjhvk tmur XXXXX heoa	icxda XXXXX oievjc
1	XXXXX phvflk oaswf wxvi	nrik nrik XXXXX dqyz
0	XXXXX phvflk oaswf wxvi	wbju XXXXX wbju
1	pixkf XXXXX pixkf sabjp	hobg XXXXX svgxro svgxro
0	pixkf XXXXX pixkf sabjp	urdn XXXXX urdn urdn
1	XXXXX oievjc oievjc icxda	XXXXX icxda
0	XXXXX oievjc oievjc icxda	XXXXX hqaw
1	ksmnl XXXXX qecnlz	XXXXX pybn pybn pybn
0	ksmnl XXXXX qecnlz	XXXXX nctuhr
1	oxnif gdozcx XXXXX oxnif	oxnif XXXXX oxnif
0	oxnif gdozcx XXXXX oxnif	hobg XXXXX hobg
1	XXXXX ejpiyd ejpiyd	dygv XXXXX dygv dygv
0	XXXXX ejpiyd ejpiyd	XXXXX tidm
1	XXXXX yahn urctlo	qebsnp XXXXX gxhebc yahn
0	XXXXX yahn urctlo	gdozcx XXXXX gdozcx
1	XXXXX ejpiyd ejpiyd	XXXXX dygv
0	XXXXX ejpiyd ejpiyd	XXXXX qmft
1	pymebs XXXXX pybn pybn	pymebs XXXXX ctfnmo qecnlz
0	pymebs XXXXX pybn pybn	XXXXX dygv
1	tcpe XXXXX tcpe tcpe	XXXXX tcpe
0	tcpe XXXXX tcpe tcpe	qmft XXXXX kjlgp
1	icxda XXXXX oievjc	XXXXX icxda icxda
0	icxda XXXXX oievjc	XXXXX dailxr dailxr
1	XXXXX brsiqa sxqdeg brsiqa	XXXXX gcpov
0	XXXXX brsiqa sxqdeg brsiqa	XXXXX iwbp
1	XXXXX heoa	XXXXX xrjhvk
0	XXXXX heoa	XXXXX ferbza
1	XXXXX urdn	urdn urdn XXXXX urdn
0	XXXXX urdn	XXXXX oievjc oievjc icxda
1	XXXXX rjwd ruqbvp rjwd	vapsx XXXXX wbrzd
0	XXXXX rjwd ruqbvp rjwd	hobg XXXXX hobg
1	XXXXX oxnif oxnif	XXXXX gdozcx
0	XXXXX oxnif oxnif	XXXXX rjwd wbrzd vapsx
1	hobg XXXXX hobg	hobg XXXXX svgxro svgxro
0	hobg XXXXX hobg	XXXXX oxnif
1	rhfa XXXXX xrjhvk tmur	XXXXX xrjhvk
0	rhfa XXXXX xrjhvk tmur	XXXXX wbju wbju
1	XXXXX dygv	ejpiyd XXXXX ejpiyd ejpiyd
0	XXXXX dygv	XXXXX bjray hzlnw
1	XXXXX qznsg	qznsg XXXXX qznsg
0	XXXXX qznsg	XXXXX oxnif oxnif
1	ferbza XXXXX muxy muxy	XXXXX zkojps
0	ferbza XXXXX muxy muxy	XXXXX ejpiyd ejpiyd
1	XXXXX odyxb	odyxb XXXXX bjray
0	XXXXX odyxb	XXXXX yrtckz
1	epqv XXXXX eutz	qebsnp XXXXX urctlo
