1	XXXXX hdrtip umya	taczwh qywvpr XXXXX sgto gzcem
0	XXXXX hdrtip umya	ekgqjf XXXXX wdjyzf
1	tcsgyx XXXXX nxiuv	wdcsb XXXXX dcix
0	tcsgyx XXXXX nxiuv	XXXXX eruw xdmztb jvluhn mochne
1	XXXXX nqayv nqayv windps	nqajd XXXXX nqayv nbzsow nqayv
0	XXXXX nqayv nqayv windps	XXXXX abidt ywpe axfkb guwk
1	ozgcv XXXXX yfmq	xeojhu braok XXXXX yeklsv qsvucn
0	ozgcv XXXXX yfmq	wrxvsc zelds XXXXX rusyt
1	XXXXX sivg njbtko	mochne sivg XXXXX prcegv
0	XXXXX sivg njbtko	XXXXX eqhu mswf huzka
1	vuksfc XXXXX elatf elatf	nrjgow XXXXX vuksfc
0	vuksfc XXXXX elatf elatf	eorl nbzsow XXXXX cres ylit
1	XXXXX apmov aomwr aomwr vauyb	XXXXX xwnr welqzd qygu
0	XXXXX apmov aomwr aomwr vauyb	tsqd XXXXX tsqd usxei
1	jwul XXXXX uiov	nyrids xovi twpda XXXXX uiov
0	jwul XXXXX uiov	XXXXX nfoskq qnde qnde
1	eorl XXXXX cres hzuan	grsemv XXXXX cres windps
0	eorl XXXXX cres hzuan	XXXXX jrzb cres cres nbzsow
1	hbaze otme exmg XXXXX gken	XXXXX otme buryvh gydio
0	hbaze otme exmg XXXXX gken	tcsgyx XXXXX nxiuv
1	yghex XXXXX sbqlxr	idvzu XXXXX cefkvx
0	yghex XXXXX sbqlxr	nrjgow elatf XXXXX bczoif cnviml
1	XXXXX rjgxo rjgxo pvnqmr tacmlw	nfoskq tacmlw XXXXX tacmlw
0	XXXXX rjgxo rjgxo pvnqmr tacmlw	XXXXX oqxdc bregt
1	hgli lfwhc XXXXX yeklsv	XXXXX hpqnk efcrv hdrtip
0	hgli lfwhc XXXXX yeklsv	XXXXX drhns clya lgourh
1	XXXXX vuksfc rbgcy	jrzb xhfd grsemv XXXXX cres
0	XXXXX vuksfc rbgcy	XXXXX nyrids cnviml nrjgow
1	lyevk jyatp bjnatd XXXXX prcegv	XXXXX ujztx lyevk
0	lyevk jyatp bjnatd XXXXX prcegv	bjnatd fyqrun XXXXX obxsdy vzhqim
1	bregt yhpc XXXXX elatf	elatf nrjgow XXXXX cnviml ozgcv
0	bregt yhpc XXXXX elatf	rbgcy cres XXXXX ylit wdjyzf
1	juzqa XXXXX gofy fuaj gvuwco	uybnoj txjn XXXXX kebov fyed
0	juzqa XXXXX gofy fuaj gvuwco	gydio XXXXX lafnj
1	XXXXX cdlw rjgxo	huzka XXXXX rjgxo rjgxo
0	XXXXX cdlw rjgxo	nyrids xovi twpda XXXXX uiov
1	XXXXX stjrku bsilhd	lgourh cypwr jadfwq XXXXX siudx
0	XXXXX stjrku bsilhd	rusyt XXXXX julgw
1	XXXXX rusyt pzloj euzfw	atuzo fyrvxj XXXXX olisfd
0	XXXXX rusyt pzloj euzfw	gafdkv XXXXX unoj shkni zfrq
1	hbaze otme exmg XXXXX gken	XXXXX tvaq aszh vtqcb
0	hbaze otme exmg XXXXX gken	prcegv XXXXX mpce
1	mavqlx cres XXXXX zhla	ylit ftibrw XXXXX jrzb jrzb
0	mavqlx cres XXXXX zhla	twse XXXXX elatf rusyt
1	xeojhu braok XXXXX yeklsv qsvucn	ozgcv XXXXX yfmq
0	xeojhu braok XXXXX yeklsv qsvucn	xeojhu odxis XXXXX epqhjz dfrp
1	XXXXX yfmq odxis epqhjz xeojhu	fxib XXXXX yfmq
0	XXXXX yfmq odxis epqhjz xeojhu	hbaze XXXXX nfoskq
1	lfvwp otme bnydc XXXXX buryvh	XXXXX qygu bnydc
0	lfvwp otme bnydc XXXXX buryvh	htgbn XXXXX pvnqmr lujedx
1	XXXXX mavqlx vauyb	XXXXX eorl mavqlx ylit dcix
0	XXXXX mavqlx vauyb	XXXXX kjlrat hdrtip
1	dncaio rmoyn njbtko XXXXX vyuldf	XXXXX boarl boarl bczoif rmoyn
0	dncaio rmoyn njbtko XXXXX vyuldf	XXXXX cdlw rjgxo
1	elatf bregt XXXXX ozgcv	cnviml XXXXX mwonz nrjgow elatf
0	elatf bregt XXXXX ozgcv	rusyt XXXXX julgw
1	XXXXX vzhqim igyfsb sbqlxr cpdk	lyevk jyatp bjnatd XXXXX prcegv
0	XXXXX vzhqim igyfsb sbqlxr cpdk	xanwhy XXXXX vctu tvun
1	hkmy cypwr XXXXX filgmk	wsfeza XXXXX fokj xgvtwm
0	hkmy cypwr XXXXX filgmk	nyrids xovi twpda XXXXX uiov
1	aszh nsyhk XXXXX frsot aszh	fxanv fxanv hbaze XXXXX njbtko
0	aszh nsyhk XXXXX frsot aszh	odxis XXXXX mewt mewt qnde
1	XXXXX upmwg igyfsb lyevk upmwg	sgto lujedx htgbn XXXXX rkwv
0	XXXXX upmwg igyfsb lyevk upmwg	nakxf qnde XXXXX mewt
1	XXXXX unoj odxis	gafdkv tsqd hzuan XXXXX unoj
0	XXXXX unoj odxis	XXXXX uybnoj zrev uybnoj
1	XXXXX xdiqm igyfsb	xdiqm xdmztb XXXXX mazkcx ohuz
0	XXXXX xdiqm igyfsb	XXXXX cnviml eyzhb
1	mpce XXXXX wdcsb axfkb nklfs	sjmxb XXXXX mpce tlsbk fwnh
0	mpce XXXXX wdcsb axfkb nklfs	XXXXX xwnr welqzd qygu
1	mewt zefqg XXXXX ehfpig	pmfiud ehfpig mewt XXXXX mewt
0	mewt zefqg XXXXX ehfpig	XXXXX wzepx tvaq rxvhz
1	bregt yhpc XXXXX elatf	nrjgow XXXXX clpid
0	bregt yhpc XXXXX elatf	wzepx XXXXX rxvhz axfkb wzepx
1	yhpc XXXXX rkxv	lgourh XXXXX ckherq
0	yhpc XXXXX rkxv	XXXXX rusyt tacmlw
1	rxvhz XXXXX nefctz	XXXXX huzka wzepx wzepx
0	rxvhz XXXXX nefctz	lfwhc XXXXX sgto xowbme yeklsv
1	vuksfc XXXXX gtnb	sghymf XXXXX igyfsb yfbrs mponbh
0	vuksfc XXXXX gtnb	xmjfa XXXXX elatf nrjgow
1	XXXXX vuksfc eruw jvluhn	XXXXX adqreg fyqrun ayitdk
0	XXXXX vuksfc eruw jvluhn	XXXXX guwk cjtrv xhfd kybd
1	XXXXX tvaq otme voep aszh	buryvh zefqg bnydc XXXXX buryvh
0	XXXXX tvaq otme voep aszh	lfwhc XXXXX sgto xowbme yeklsv
1	ehfpig jwul XXXXX mewt	XXXXX hzuan qnde qnde
0	ehfpig jwul XXXXX mewt	XXXXX eyzhb siga
1	idvzu stdc XXXXX amigk waxd	ealyc vjcs jwul XXXXX stdc
0	idvzu stdc XXXXX amigk waxd	dkcq gwmrdo XXXXX ksoyae
1	txjn XXXXX fyed dhvf filgmk	juzqa XXXXX gofy fuaj gvuwco
0	txjn XXXXX fyed dhvf filgmk	XXXXX wzepx axfkb
1	yislq yislq XXXXX windps	wlkztg yislq rfhjq XXXXX vuksfc
0	yislq yislq XXXXX windps	XXXXX wzepx axfkb
1	XXXXX kjlrat hdrtip	eyszan XXXXX zytel stjrku
0	XXXXX kjlrat hdrtip	xanwhy XXXXX rjgxo
1	xafvn gken XXXXX nutiw	XXXXX xmjfa jyzaqo vszily xdec
0	xafvn gken XXXXX nutiw	XXXXX bmrwl euzfw dkcq
1	XXXXX kjlrat hdrtip	eyszan XXXXX zytel stjrku
0	XXXXX kjlrat hdrtip	XXXXX xwnr welqzd qygu
1	amigk XXXXX xtkgos bmrwl amigk	ihgkoy XXXXX vwsj
0	amigk XXXXX xtkgos bmrwl amigk	XXXXX vuksfc rbgcy
1	vwymkf nzcgq XXXXX hdrtip flep	filgmk flep XXXXX tnpxmd
0	vwymkf nzcgq XXXXX hdrtip flep	pmfiud XXXXX yeklsv xowbme
1	XXXXX gydio xrhs	fhjw XXXXX lwuqti evnts ciourf
0	XXXXX gydio xrhs	XXXXX hpqnk efcrv hdrtip
1	fhjw XXXXX lwuqti evnts ciourf	futwcy XXXXX umgl
0	fhjw XXXXX lwuqti evnts ciourf	XXXXX tacmlw ugfij tacmlw
1	elatf daybw XXXXX twse	XXXXX nyrids cnviml nrjgow
0	elatf daybw XXXXX twse	xeojhu braok XXXXX yeklsv qsvucn
1	XXXXX wzepx wzepx dcix rxvhz	rxvhz wzepx mwonz XXXXX wzepx
0	XXXXX wzepx wzepx dcix rxvhz	XXXXX nlkzwc umwif fiybzq eyzhb
1	XXXXX siga cpdk jyatp nefctz	bczoif XXXXX lyevk jyatp bjnatd
0	XXXXX siga cpdk jyatp nefctz	rbgcy cres XXXXX ylit wdjyzf
1	uaozjm fiybzq XXXXX eyzhb gwmrdo	XXXXX hsxfcr oatrc
0	uaozjm fiybzq XXXXX eyzhb gwmrdo	rbgcy cres XXXXX ylit wdjyzf
1	XXXXX ejskgb gqxhc vctu tvun	xanwhy XXXXX vctu tvun
0	XXXXX ejskgb gqxhc vctu tvun	elatf futwcy XXXXX cnviml
1	vctu XXXXX gofy diat julgw	XXXXX rusyt ejskgb
0	vctu XXXXX gofy diat julgw	XXXXX njbtko bmro
1	nrjgow twse XXXXX czqmba elatf	XXXXX bregt filgmk
0	nrjgow twse XXXXX czqmba elatf	elatf bregt XXXXX ozgcv
1	XXXXX lgourh urnjvh	wcjxao czebxn bsilhd XXXXX tlsbk
0	XXXXX lgourh urnjvh	lgourh cypwr jadfwq XXXXX siudx
1	yeklsv hpqnk XXXXX frsot	xeojhu odxis XXXXX epqhjz dfrp
0	yeklsv hpqnk XXXXX frsot	lgourh XXXXX ckherq
1	julgw prcegv XXXXX julgw	nrxozy vctu XXXXX julgw
0	julgw prcegv XXXXX julgw	xdiqm xdmztb XXXXX mazkcx ohuz
1	XXXXX twpda bsilhd cdlw xovi	XXXXX lgourh urnjvh
0	XXXXX twpda bsilhd cdlw xovi	vauyb pxijgc nqayv XXXXX xnak
1	ozgcv XXXXX yfmq	pmfiud XXXXX yeklsv xowbme
0	ozgcv XXXXX yfmq	welqzd XXXXX nyrids
1	zefqg XXXXX zwkhq tarluw	ohuz XXXXX yhpc tarluw zwkhq
0	zefqg XXXXX zwkhq tarluw	XXXXX hsxfcr oatrc
1	bjnatd XXXXX usxei geipcm	cpdk kognf upmwg XXXXX ybvopc
0	bjnatd XXXXX usxei geipcm	fyqrun tacmlw XXXXX rjgxo
1	XXXXX nklfs yghex	igyfsb XXXXX mrqhtv
0	XXXXX nklfs yghex	mavqlx cres XXXXX zhla
1	elatf daybw XXXXX twse	qsvucn bregt XXXXX bregt bregt
0	elatf daybw XXXXX twse	vauyb grsemv XXXXX mavqlx
1	nxlyje XXXXX jertu tvun	tsqd XXXXX tsqd usxei
0	nxlyje XXXXX jertu tvun	XXXXX htgbn sbqlxr zhla
1	XXXXX boarl sgto boarl	klxvh XXXXX rmoyn
0	XXXXX boarl sgto boarl	XXXXX zefqg saqxhw
1	tvun XXXXX jxwlfs	unoj tcsgyx XXXXX jertu
0	tvun XXXXX jxwlfs	cpdk lyevk jwul XXXXX lujedx
1	rmoyn XXXXX kebov boarl rmoyn	fudolm XXXXX fudolm hsxfcr rmoyn
0	rmoyn XXXXX kebov boarl rmoyn	fyqrun tacmlw XXXXX rjgxo
1	XXXXX hzuan qnde qnde	ehfpig jwul XXXXX mewt
0	XXXXX hzuan qnde qnde	czebxn XXXXX mcak qsvucn
1	XXXXX adqreg vwsj	XXXXX eqhu mswf huzka
0	XXXXX adqreg vwsj	XXXXX nqajd vuksfc mswf
1	cpdk lyevk jwul XXXXX lujedx	fokj XXXXX lujedx
0	cpdk lyevk jwul XXXXX lujedx	krjz XXXXX jsmri
1	bjnatd XXXXX usxei geipcm	XXXXX htgbn sbqlxr zhla
0	bjnatd XXXXX usxei geipcm	cnviml XXXXX mwonz nrjgow elatf
1	otme XXXXX ckherq	buryvh zefqg bnydc XXXXX buryvh
0	otme XXXXX ckherq	exmg fxanv vauyb XXXXX aszh
1	fhjw fdsm xrhs XXXXX bczoif	XXXXX twfzc abidt
0	fhjw fdsm xrhs XXXXX bczoif	ogks XXXXX abidt ywpe nefctz
1	XXXXX xmjfa jyzaqo vszily xdec	tcsgyx XXXXX qoljwr vwymkf
0	XXXXX xmjfa jyzaqo vszily xdec	XXXXX drhns clya lgourh
1	unoj tcsgyx XXXXX jertu	ejskgb XXXXX whjfky jertu unoj
0	unoj tcsgyx XXXXX jertu	XXXXX boarl boarl bczoif rmoyn
1	XXXXX hzuan qnde qnde	mewt XXXXX jebuya
0	XXXXX hzuan qnde qnde	gken XXXXX stdc
1	XXXXX eorl jrzb wdjyzf	XXXXX eorl rbgcy lfvwp
0	XXXXX eorl jrzb wdjyzf	ekgqjf XXXXX wdjyzf
1	fxanv XXXXX xwish	bnydc aszh hbaze XXXXX prcegv
0	fxanv XXXXX xwish	XXXXX bnydc hbaze ydsaqe
1	mavqlx cres XXXXX zhla	eorl xdmztb XXXXX eorl
0	mavqlx cres XXXXX zhla	XXXXX apmov aomwr aomwr vauyb
1	wzepx XXXXX bmrwl	XXXXX bczoif wzepx
0	wzepx XXXXX bmrwl	kpydsf XXXXX welqzd fxib ceokbq
1	txjn XXXXX qsvucn gvuwco dhvf	uybnoj rusyt XXXXX dhvf uybnoj
0	txjn XXXXX qsvucn gvuwco dhvf	drhns XXXXX jrzb
1	cnviml XXXXX mwonz nrjgow elatf	XXXXX gqxhc twse elatf
0	cnviml XXXXX mwonz nrjgow elatf	wzepx wzepx zefqg XXXXX rxvhz
1	twse XXXXX elatf rusyt	XXXXX bregt pmfiud
0	twse XXXXX elatf rusyt	XXXXX rusyt pzloj euzfw
1	vauyb XXXXX mochne jvluhn	ayitdk XXXXX bcuq vauyb
0	vauyb XXXXX mochne jvluhn	wdcsb XXXXX dcix
1	XXXXX cpdk windps	XXXXX cpdk klmp
0	XXXXX cpdk windps	ozgcv XXXXX yfmq
1	XXXXX nqajd vuksfc mswf	XXXXX nqayv nqayv windps
0	XXXXX nqajd vuksfc mswf	lfvwp XXXXX fyrvxj vmbo
1	nrjgow mwonz XXXXX twse twse	XXXXX cnviml eyzhb
0	nrjgow mwonz XXXXX twse twse	XXXXX evnts axfkb qief dipake
1	dlcip kqosl vwsj XXXXX aomwr	bvroe jtolm rfkhpg XXXXX nvmjbl
0	dlcip kqosl vwsj XXXXX aomwr	XXXXX lfvwp ahvek xtkgos
1	taczwh qywvpr XXXXX sgto gzcem	mohuq yhpc XXXXX cwfop qpomji
0	taczwh qywvpr XXXXX sgto gzcem	yeklsv hpqnk XXXXX frsot
1	XXXXX nfoskq qnde qnde	ehfpig XXXXX mdwtyn
0	XXXXX nfoskq qnde qnde	XXXXX eorl huzka mavqlx
1	futwcy XXXXX umgl	XXXXX hdrtip xrhs
0	futwcy XXXXX umgl	XXXXX xwnr welqzd qygu
1	XXXXX nlkzwc umwif fiybzq eyzhb	wbqc XXXXX mwonz fyrvxj jsmri
0	XXXXX nlkzwc umwif fiybzq eyzhb	cdlw XXXXX wbpkho
1	XXXXX gypl umgl	kybd umgl XXXXX xhfd
0	XXXXX gypl umgl	huzka XXXXX qgmv
1	xmjfa XXXXX elatf nrjgow	XXXXX bregt filgmk
0	xmjfa XXXXX elatf nrjgow	XXXXX mdwtyn tvun gafdkv
1	zfrq XXXXX hnkm sghymf qbejl	ientl ientl XXXXX sghymf futwcy
0	zfrq XXXXX hnkm sghymf qbejl	edhjv XXXXX gypl qojdgc
1	juzqa XXXXX gofy fuaj gvuwco	XXXXX gvuwco clpid
0	juzqa XXXXX gofy fuaj gvuwco	tarluw XXXXX fyqrun
1	XXXXX gvuwco clpid	juzqa XXXXX gofy fuaj gvuwco
0	XXXXX gvuwco clpid	XXXXX tacmlw ugfij tacmlw
1	nrjgow bregt pmfiud XXXXX nrjgow	nrjgow zefqg XXXXX bregt
0	nrjgow bregt pmfiud XXXXX nrjgow	XXXXX nlkzwc kognf
1	vboxa XXXXX lsvke uvir	pikq XXXXX ksoyae
0	vboxa XXXXX lsvke uvir	pmfiud ehfpig mewt XXXXX mewt
1	vctu XXXXX gofy diat julgw	XXXXX shkni tsqd urnjvh
0	vctu XXXXX gofy diat julgw	txjn XXXXX fyed dhvf filgmk
1	nvmjbl XXXXX xowbme ziqwt	XXXXX yfmq odxis epqhjz xeojhu
0	nvmjbl XXXXX xowbme ziqwt	fxib ahvek XXXXX dkangv pxajd
1	XXXXX kjlrat hdrtip	hevybr XXXXX klxvh
0	XXXXX kjlrat hdrtip	euzfw XXXXX vwsj
1	fudolm XXXXX fudolm hsxfcr rmoyn	XXXXX vyuldf krjz boarl
0	fudolm XXXXX fudolm hsxfcr rmoyn	jrzb ugfij grsemv XXXXX rbgcy
1	XXXXX uaozjm atuzo windps nlkzwc	nhuq fyrvxj XXXXX atuzo olisfd
0	XXXXX uaozjm atuzo windps nlkzwc	XXXXX wcjxao zrev bvahm
1	lfvwp zpkntb XXXXX inykmp ypiva	ypiva stjrku XXXXX lekx zmcsg
0	lfvwp zpkntb XXXXX inykmp ypiva	XXXXX tvlyux letg
1	XXXXX yeklsv zelds ciourf xeojhu	XXXXX lfwhc ugfij
0	XXXXX yeklsv zelds ciourf xeojhu	bregt XXXXX hagsvu
1	XXXXX vyuldf boarl tvlyux	XXXXX boarl saqxhw fudolm jwul
0	XXXXX vyuldf boarl tvlyux	XXXXX gydio xrhs
1	eorl xdmztb XXXXX eorl	mavqlx cres XXXXX zhla
0	eorl xdmztb XXXXX eorl	nutiw XXXXX tvaq kofpnw cursqa
1	XXXXX eorl mavqlx ylit dcix	jrzb xhfd grsemv XXXXX cres
0	XXXXX eorl mavqlx ylit dcix	fhjw fdsm xrhs XXXXX bczoif
1	twse XXXXX elatf rusyt	bregt XXXXX hagsvu
0	twse XXXXX elatf rusyt	XXXXX vhui xhfd kiolnq
1	XXXXX abidt ywpe axfkb guwk	cjsa XXXXX gydio guwk
0	XXXXX abidt ywpe axfkb guwk	gydio XXXXX lafnj
1	lyevk jyatp bjnatd XXXXX prcegv	XXXXX ujztx lyevk
0	lyevk jyatp bjnatd XXXXX prcegv	XXXXX eyzhb siga
1	XXXXX kebov wzepx rxvhz	XXXXX rxvhz jwul
0	XXXXX kebov wzepx rxvhz	XXXXX wzepx axfkb
1	XXXXX nqayv nqayv windps	XXXXX mochne vauyb
0	XXXXX nqayv nqayv windps	XXXXX vuksfc eruw jvluhn
1	wzepx XXXXX wzepx rjfw wzepx	XXXXX wzepx wzepx dcix rxvhz
0	wzepx XXXXX wzepx rjfw wzepx	XXXXX bcuq ozgcv
1	kebov XXXXX rxvhz rxvhz wzepx	wzepx rxvhz wzepx XXXXX czqmba
0	kebov XXXXX rxvhz rxvhz wzepx	lfvwp otme bnydc XXXXX buryvh
1	ypiva stjrku XXXXX lekx zmcsg	XXXXX cdlw ypiva yfbrs
0	ypiva stjrku XXXXX lekx zmcsg	XXXXX mdwtyn jvluhn
1	tacmlw rjgxo tacmlw XXXXX kebov	rjgxo XXXXX tacmlw tacmlw pmfiud
0	tacmlw rjgxo tacmlw XXXXX kebov	cdlw XXXXX wbpkho
1	cjsa XXXXX gydio guwk	XXXXX abidt ywpe axfkb guwk
0	cjsa XXXXX gydio guwk	XXXXX nrjgow nrjgow hagsvu
1	rjgxo XXXXX cdlw	fyqrun tacmlw XXXXX rjgxo
0	rjgxo XXXXX cdlw	XXXXX zelds urnjvh xowbme
1	grsemv XXXXX cres windps	eorl nbzsow XXXXX cres ylit
0	grsemv XXXXX cres windps	XXXXX sivg njbtko
1	bregt yhpc XXXXX elatf	nrjgow XXXXX clpid
0	bregt yhpc XXXXX elatf	XXXXX cpdk klmp
1	urnjvh XXXXX eruw	vauyb XXXXX mochne jvluhn
0	urnjvh XXXXX eruw	XXXXX rusyt pzloj euzfw
1	klxvh XXXXX rmoyn	XXXXX rmoyn dncaio tcsgyx
0	klxvh XXXXX rmoyn	XXXXX ywpe jadfwq hicr
1	jwul zjysb XXXXX mpce zjysb	huzka XXXXX sjmxb nklfs
0	jwul zjysb XXXXX mpce zjysb	guwk XXXXX qjrb gydio
1	XXXXX evnts axfkb qief dipake	XXXXX abidt ywpe axfkb guwk
0	XXXXX evnts axfkb qief dipake	XXXXX jwul zmcsg nwokdr
1	XXXXX twfzc abidt	lfmxg XXXXX umgl ozgcv
0	XXXXX twfzc abidt	wdcsb XXXXX ckherq
1	sjmxb XXXXX mpce tlsbk fwnh	huzka XXXXX qgmv
0	sjmxb XXXXX mpce tlsbk fwnh	tacmlw rjgxo rjgxo XXXXX clpid
1	XXXXX nfoskq qnde qnde	mewt zefqg XXXXX ehfpig
0	XXXXX nfoskq qnde qnde	kpwxq lhyxb XXXXX rfhjq vwsj
1	XXXXX rmoyn dncaio tcsgyx	klxvh XXXXX rmoyn
0	XXXXX rmoyn dncaio tcsgyx	klmp XXXXX ziqwt
1	vuksfc XXXXX elatf elatf	cnviml cnviml XXXXX qxztvr
0	vuksfc XXXXX elatf elatf	hkmy cypwr XXXXX filgmk
1	braok XXXXX jwul	ozgcv XXXXX yfmq
0	braok XXXXX jwul	tacmlw rjgxo rjgxo XXXXX clpid
1	XXXXX bsilhd siudx frsot rkxv	XXXXX xovi hdrtip cypwr
0	XXXXX bsilhd siudx frsot rkxv	XXXXX twfzc abidt
1	twse XXXXX twse elatf bmrwl	XXXXX cnviml hagsvu
0	twse XXXXX twse elatf bmrwl	uaozjm fiybzq XXXXX eyzhb gwmrdo
1	vwsj bjnatd cpdk XXXXX rkwv	bczoif XXXXX lyevk jyatp bjnatd
0	vwsj bjnatd cpdk XXXXX rkwv	XXXXX huzka grsemv
1	zfrq XXXXX hnkm sghymf qbejl	XXXXX cdlw ypiva yfbrs
0	zfrq XXXXX hnkm sghymf qbejl	fyqrun tacmlw XXXXX rjgxo
1	XXXXX eorl rbgcy lfvwp	rbgcy cres XXXXX ylit wdjyzf
0	XXXXX eorl rbgcy lfvwp	XXXXX bmrwl euzfw dkcq
1	wzepx XXXXX rxvhz axfkb wzepx	vuksfc XXXXX rxvhz
0	wzepx XXXXX rxvhz axfkb wzepx	XXXXX jvluhn ksoyae
1	xhfd XXXXX fwnh	XXXXX nklfs yghex
0	xhfd XXXXX fwnh	XXXXX bczoif wzepx
1	vwymkf nzcgq XXXXX hdrtip flep	filgmk flep XXXXX tnpxmd
0	vwymkf nzcgq XXXXX hdrtip flep	tacmlw rjgxo rjgxo XXXXX clpid
1	czqmba XXXXX xdiqm	zwkhq XXXXX prcegv
0	czqmba XXXXX xdiqm	julgw prcegv XXXXX julgw
1	drhns XXXXX adqreg	XXXXX adqreg rusyt nqajd adqreg
0	drhns XXXXX adqreg	wsfeza XXXXX fokj xgvtwm
1	tacmlw XXXXX ozgcv rjgxo	rjgxo XXXXX cdlw
0	tacmlw XXXXX ozgcv rjgxo	fitn ohuz XXXXX zwkhq
1	aszh nsyhk XXXXX frsot aszh	XXXXX tvaq aszh vtqcb
0	aszh nsyhk XXXXX frsot aszh	XXXXX tvaq otme voep aszh
1	XXXXX eruw xdmztb jvluhn mochne	XXXXX nqayv hzuan
0	XXXXX eruw xdmztb jvluhn mochne	XXXXX zefqg voep hbaze aszh
1	XXXXX ylit rbgcy nfoskq	XXXXX eorl rusyt
0	XXXXX ylit rbgcy nfoskq	rmoyn XXXXX kebov boarl rmoyn
1	XXXXX adqreg rusyt nqajd adqreg	drhns XXXXX adqreg
0	XXXXX adqreg rusyt nqajd adqreg	XXXXX oqxdc bregt
1	cnviml XXXXX mwonz nrjgow elatf	twse twse XXXXX klmp elatf
0	cnviml XXXXX mwonz nrjgow elatf	fyqrun tacmlw XXXXX rjgxo
1	XXXXX cpdk stjrku	cpdk lyevk jwul XXXXX lujedx
0	XXXXX cpdk stjrku	pmfiud ehfpig mewt XXXXX mewt
1	XXXXX lfwhc ugfij	wrxvsc zelds XXXXX rusyt
0	XXXXX lfwhc ugfij	XXXXX uaozjm atuzo windps nlkzwc
1	XXXXX vszily czqmba gajo	XXXXX xmjfa jyzaqo vszily xdec
0	XXXXX vszily czqmba gajo	wzepx XXXXX bmrwl
1	XXXXX xdiqm igyfsb	XXXXX ohuz mazkcx xdiqm pvnqmr
0	XXXXX xdiqm igyfsb	drhns XXXXX adqreg
1	rjgxo XXXXX tacmlw tacmlw pmfiud	XXXXX cdlw rjgxo
0	rjgxo XXXXX tacmlw tacmlw pmfiud	sghymf XXXXX igyfsb yfbrs mponbh
1	XXXXX boarl boarl bczoif rmoyn	XXXXX bczoif dncaio
0	XXXXX boarl boarl bczoif rmoyn	bregt stjrku XXXXX bregt bregt
1	tacmlw rjgxo tacmlw XXXXX kebov	tvlyux tacmlw XXXXX rjgxo rjgxo
0	tacmlw rjgxo tacmlw XXXXX kebov	rxvhz jwul wzepx XXXXX wzepx
1	XXXXX zefqg voep hbaze aszh	exmg fxanv vauyb XXXXX aszh
0	XXXXX zefqg voep hbaze aszh	mceoqz cwfop XXXXX klmp vtuc
1	rbgcy cres XXXXX ylit wdjyzf	XXXXX eorl jrzb wdjyzf
0	rbgcy cres XXXXX ylit wdjyzf	jwul XXXXX uiov
1	hdrtip XXXXX cpdk lyevk	XXXXX upmwg igyfsb lyevk upmwg
0	hdrtip XXXXX cpdk lyevk	igyfsb XXXXX mrqhtv
1	rxvhz jwul wzepx XXXXX wzepx	XXXXX wzepx axfkb
0	rxvhz jwul wzepx XXXXX wzepx	XXXXX lgourh njbtko
1	filgmk XXXXX yfmq zelds waorh	pmfiud XXXXX yeklsv xowbme
0	filgmk XXXXX yfmq zelds waorh	XXXXX rxvhz prcegv wzepx rxvhz
